messages,label
"[{'username': 'User 3', 'message': 'millennials r just as bad tho'}, {'username': 'User 4', 'message': 'nah, we invented memes'}, {'username': 'User 5', 'message': 'memes r cringe now tbh'}, {'username': 'User 6', 'message': ""can't we all just get along?""}, {'username': 'User 7', 'message': 'never, the generational war rages on'}]",healthy
"[{'username': 'User 3', 'message': ""Dude, it's not 'woke', it's basic human decency.""}, {'username': 'User 4', 'message': 'lol, triggered much?'}, {'username': 'User 5', 'message': 'Ignorance is bliss, I guess.'}, {'username': 'User 6', 'message': ""Can't believe some people still don't get it in 2022.""}, {'username': 'User 7', 'message': 'brb, gotta grab some popcorn for this debate'}, {'username': 'User 8', 'message': ""It's not a debate, it's common sense.""}, {'username': 'User 9', 'message': ""ANYWAY, WHO'S UP FOR A ROUND OF AMONG US?""}]",healthy
"[{'username': 'User3', 'message': ""[Character Name 2] is way better, y'all are blind""}, {'username': 'User4', 'message': '[Character Name 1] is just a boring cliche, fight me'}, {'username': 'User5', 'message': 'naw, [Character Name 3] is the real MVP, they did the most with the least'}, {'username': 'User6', 'message': ""omg can we pls stop with this debate, it's been done to death""}, {'username': 'User7', 'message': ""lmao @User6, this is a fandom chat, what'd you expect??""}, {'username': 'User8', 'message': 'brb, gotta go rewatch [Series Name] and remind myself why I love it'}, {'username': 'User9', 'message': ""lmao @User10, it's been locked for a reason""}, {'username': 'User10', 'message': 'yeah, it was meh, but the [Character/Element] was pretty cool'}]",healthy
"[{'username': 'User3', 'message': 'Oh, hell no, not that crap again'}, {'username': 'User4', 'message': ""ROFL, who's the genius who thought of that?""}, {'username': 'User5', 'message': ""Hey, don't diss the potato meme, it's a classic!""}, {'username': 'User6', 'message': 'omg, can we talk about something else?'}, {'username': 'User7', 'message': ""lmao, what's next? A meme about a carrot?""}, {'username': 'User8', 'message': ""stfu, i'm still laughing at the potato one!""}, {'username': 'User9', 'message': 'Brb, gotta find that meme'}, {'username': 'User10', 'message': 'lol, this is why I love this chat server'}]",healthy
"[{'username': 'User 3', 'message': 'omg, this again?'}, {'username': 'User 4', 'message': ""ngl, i'd rock that outfit any day""}, {'username': 'User 5', 'message': 'can we pls change the topic?'}, {'username': 'User 6', 'message': 'YO, USER 2, UR AVATAR IS SO LAST YEAR, BRO'}, {'username': 'User 7', 'message': ""lmao, i'd rather have a pixelated avatar than that one""}]",healthy
"[{'username': 'User 3', 'message': 'same here, lol. this meme tho'}, {'username': 'User 4', 'message': ""lmao, that's a good one""}, {'username': 'User 5', 'message': ""omg, User 3, you're such a meme lord""}, {'username': 'User 6', 'message': 'for real, they need to crown you already'}, {'username': 'User 7', 'message': ""bruh, y'all actin' like they the king of memes""}, {'username': 'User 1', 'message': ""lol, let's not start a war here""}, {'username': 'User 3', 'message': ""nah, it's all good. ain't no meme king, we all just havin' fun""}, {'username': 'User 8', 'message': 'hey, anyone know the wifi password?'}, {'username': 'User 9', 'message': ""lol, nope. try 'password123' ud83dude1c""}, {'username': 'User 10', 'message': 'omg, thanks User 9! it worked!'}]",healthy
"[{'username': 'User3', 'message': 'lol, u guys rly arguing bout this?'}, {'username': 'User4', 'message': 'immao, got dinner ready'}, {'username': 'User5', 'message': ""Megumin's not even a waifu, she's a loli, you fucking weeb""}, {'username': 'User6', 'message': ""shut up, she's best girl. fight me irl""}, {'username': 'User7', 'message': ""omg stahp, this is why we can't have nice things""}, {'username': 'User8', 'message': ""sup ppl, what's the tea?""}, {'username': 'User9', 'message': ""there's no tea, just a bunch of kids arguing about cartoons""}]",healthy
"[{'username': 'User 3', 'message': 'User 1, u rly need to get a life, man'}, {'username': 'User 4', 'message': ""Hey, no need for that. It's a legit hobby.""}, {'username': 'User 5', 'message': ""I'm w/ User 4. It's chill. My uncle does it""}, {'username': 'User 1', 'message': ""Thanks, User 4 & User 5. I'm just curious 'cause I heard it's a pain""}, {'username': 'User 6', 'message': ""User 2, u got a prob w/ ppl havin' hobbies? lol""}, {'username': 'User 7', 'message': 'omg, this convo is so random. I love it. Peace out, gotta go'}]",healthy
"[{'username': 'User 3', 'message': 'u mad bro?'}, {'username': 'User 4', 'message': ""nah, just stating facts. y'all can't handle the truth""}, {'username': 'User 5', 'message': ""truth is, you're a salty asshole""}, {'username': 'User 6', 'message': ""this dude's still on about online culture""}, {'username': 'User 7', 'message': ""ignore him, he's just trolling for attention""}, {'username': 'User 8', 'message': ""tbh, online culture has its moments. it's not all bad""}]",healthy
"[{'username': 'User 3', 'message': ""Nah, it's just a corporate scam""}, {'username': 'User 4', 'message': 'Chill out, it can be fun if u want it to be'}, {'username': 'User 1', 'message': 'Yeah, fun for u and ur gf'}, {'username': 'User 5', 'message': ""don't be so salty""}, {'username': 'User 6', 'message': ""Can't we all just agree to ignore it?""}, {'username': 'User 2', 'message': ""No way, I'm getting those chocolates on sale the day after""}, {'username': 'User 3', 'message': '*facepalm*, u r part of the problem'}, {'username': 'User 4', 'message': ""lmao, can't we all just get along?""}]",healthy
"[{'username': 'User3', 'message': ""well, I'd rather stick to my pizza and tacos, thanks""}, {'username': 'User4', 'message': ""pfft, @User3, you're so basic. But hey, to each their own, right?""}]",healthy
"[{'username': 'User 3', 'message': ""lol, you're such a drama queen""}, {'username': 'User 4', 'message': ""nah, they've got a point. it's pretty wild""}, {'username': 'User 5', 'message': ""can't we all just get along? *sigh*""}, {'username': 'User 6', 'message': ""ain't gonna happen, pal. not with all these keyboard warriors""}]",healthy
"[{'username': 'User 3', 'message': 'dont u have a life @User 2? u spend all day on here'}, {'username': 'User 4', 'message': ""lmao @User 3, we're all here for a reason, ain't we?""}, {'username': 'User 5', 'message': ""srsly tho, i'd pay to see a real-life squirrel water skiing contest""}, {'username': 'User 6', 'message': ""i'd rather watch u try to ski, @User 5. u'd probably end up in the water""}, {'username': 'User 7', 'message': ""u guys are so extra, i'm just here for the memes""}, {'username': 'User 8', 'message': 'well, @User 7, u came to the right place. memes r us'}, {'username': 'User 9', 'message': 'hey, anyone got a good recipe for squirrel stew? jk, pls dont ban me'}]",healthy
"[{'username': 'User 8', 'message': ""lmao, you're still using 'lit, grandpa?""}, {'username': 'User 9', 'message': ""shut up, man. at least i'm not a basic bitch like you""}, {'username': 'User 10', 'message': ""yo, chill. we're all friends here""}, {'username': 'User 6', 'message': 'anyway, back to the episode. that fight scene was sick'}, {'username': 'User 7', 'message': ""ikr? but i'm still not over *that* death. ugh, my feels""}, {'username': 'User 8', 'message': ""lol, you're such a softie, @User 7""}, {'username': 'User 9', 'message': 'omg, i just got a new fandom theory. brace yourselves!'}, {'username': 'User 10', 'message': 'password for the discord server, anyone?'}, {'username': 'User 8', 'message': 'lol, still trying to get in, @User 10?'}]",healthy
"[{'username': 'User3', 'message': ""lol, u guys rly thought they'd die? they'll prob come back""}, {'username': 'User4', 'message': 'omg, stop with the fan theories, u nerd! jk, love u tho'}, {'username': 'User5', 'message': 'brb, gotta go pee. ttyl, fam! <3'}, {'username': 'User6', 'message': ""lmao, tmi, User5! but we'll miss u, bb!""}]",healthy
"[{'username': 'user 1', 'message': 'culture wars are so stupid, just let people enjoy things'}, {'username': 'user 2', 'message': ""no, we need to fight for what's right and preserve our traditions""}, {'username': 'user 3', 'message': 'omg shut up u two, this is a game platform, not a political debate'}, {'username': 'user 1', 'message': 'stfu user 3, u have no idea what ur talking about'}, {'username': 'user 2', 'message': 'yeah, ur just a brainless sheep who follows the crowd'}, {'username': 'user 4', 'message': 'lol, this is getting good, keep going u two'}, {'username': 'user 1', 'message': ""f u user 2, ur just a narrow-minded bigot who's afraid of change""}, {'username': 'user 2', 'message': ""no u, ur just a snowflake who can't handle opposing opinions""}, {'username': 'user 3', 'message': 'can u two pls stop, ur being rly annoying and disturbing to others'}, {'username': 'user 1', 'message': 'f off user 3, mind ur own business and let us settle this'}]",flamewar
"[{'username': 'user 1', 'message': 'THIS DUDE IS F**KING CHEATING!'}, {'username': 'user 2', 'message': ""stfu, noob! you're just bad!""}, {'username': 'user 3', 'message': 'LMAO, User 1 is right This s**t is rigged'}, {'username': 'user 4', 'message': 'user 2, stop being a d**k and learn to play'}, {'username': 'user 5', 'message': ""WTF is wrong with you people? Can't we just have fun?""}, {'username': 'user 6', 'message': '@User 5, shut up and mind your own business'}, {'username': 'user 7', 'message': 'user 2 is a f**king cheater and a loser'}, {'username': 'user 8', 'message': ""OMG, this chat is toxic AF. I'm outta here""}, {'username': 'user 1', 'message': ""F**k you, cheater! I'm reporting your a**""}, {'username': 'user 2', 'message': ""Go ahead, crybaby I've got more accounts than you can count""}]",flamewar
"[{'username': 'user 1', 'message': 'Wow, you guys are terrible at this game.'}, {'username': 'user 2', 'message': ""Shut up, noob You're not any better""}, {'username': 'user 3', 'message': 'lol, this game is so rigged'}, {'username': 'user 4', 'message': ""STFU, it's not rigged. You just suck.""}, {'username': 'user 5', 'message': 'CAN WE PLEASE JUST FOCUS ON THE GAME AND STOP FIGHTING?'}, {'username': 'user 1', 'message': 'Ignorance is bliss, I guess. Maybe you should take your own advice.'}, {'username': 'user 2', 'message': ""Oh, now you're a philosopher? Get back to the game, nerd""}, {'username': 'user 4', 'message': ""This is why we can't have nice things in this game. Toxic players ruining it for everyone.""}, {'username': 'user 3', 'message': ""I'm gonna go play something else. This is stupid.""}]",flamewar
"[{'username': 'user 1', 'message': 'Hey, who just took my loot?'}, {'username': 'user 2', 'message': ""not me, bro. i'm busy building my base.""}, {'username': 'user 3', 'message': ""Lmao, maybe it was the noob Nad? He's always messing up.""}, {'username': 'user 4', 'message': ""Hey, don't talk smack about Nad. He's doing his best.""}, {'username': 'user 5', 'message': ""His best? More like his worst He's a total idiot""}, {'username': 'user 6', 'message': 'chill, guys. this is just a game. no need to get all salty.'}, {'username': 'user 7', 'message': 'Hey Nad, your village called - they want their idiot back.'}, {'username': 'Moderator', 'message': ""Alright, that's enough. This kind of harassment is not tolerated in our community. Let's keep things civil, please.""}]",flamewar
"[{'username': 'user 1', 'message': ""I don't think women can be good at games.""}, {'username': 'user 2', 'message': ""What?! That's ridiculous and offensive""}, {'username': 'user 1', 'message': ""Well, it's true. They're too emotional.""}, {'username': 'user 3', 'message': ""You're a Neanderthal, User 1 Get with the times""}, {'username': 'user 1', 'message': ""You're just mad cause you're a 'woke' puppet.""}, {'username': 'user 2', 'message': ""You're the one who's mad and harassing people""}, {'username': 'user 1', 'message': ""i'm just stating facts. you're too sensitive.""}, {'username': 'user 3', 'message': ""Your 'facts' are baseless and offensive Stop being a troll""}, {'username': 'user 1', 'message': ""You're just a keyboard warrior. Can't handle the truth.""}]",flamewar
"[{'username': 'user 1', 'message': ""I can't believe people still think it's okay to body shame others.""}, {'username': 'user 2', 'message': 'Oh, here we go again Not everything is about body shaming'}, {'username': 'user 3', 'message': ""user 2, you're part of the problem Your ignorance is disturbing""}, {'username': 'user 1', 'message': ""Thank you, User 3. It's not about being sensitive, it's about basic human respect.""}, {'username': 'user 2', 'message': ""respect? ha! you're just mad because you can't handle the truth maybe hit the gym instead of whining""}, {'username': 'user 1', 'message': ""user 2, you're a sad excuse for a human being Your harassment is unwarranted and unacceptable""}, {'username': 'user 4', 'message': 'lol'}, {'username': 'user 5', 'message': ""what's the wifi password?""}, {'username': 'user 6', 'message': 'can anyone help me with this level?'}]",flamewar
"[{'username': 'user1', 'message': 'wow, noob alert. u gotta be kidding me'}, {'username': 'user2', 'message': 'lol, total fail, dude get gud'}, {'username': 'user3', 'message': 'omg, did u just do that? smh, my grandma could do better'}, {'username': 'user4', 'message': 'yeah, grandmas > noobs. fact'}, {'username': 'user5', 'message': 'come on, guys lay off we all have bad moments'}, {'username': 'user1', 'message': 'bad moments? more like bad life, bro. seriously, work on your debating skills'}, {'username': 'user2', 'message': ""roasted. can't even argue back, lol""}, {'username': 'user3', 'message': ""wow, such toxicity chill, guys it's just a game""}, {'username': 'user4', 'message': 'yeah, save the drama for your mama, noobs'}]",flamewar
"[{'username': 'user 1', 'message': 'online culture is trash these days'}, {'username': 'user 2', 'message': 'lmao, u serious? TikTok is lit'}, {'username': 'user 3', 'message': 'deepfakes are scary af tho'}, {'username': 'user 4', 'message': ""user 1, u just mad u can't dance on tiktok""}, {'username': 'user 1', 'message': 'shut up, nerd I can do anything I want'}, {'username': 'user 5', 'message': ""y'all always arguing about something""}, {'username': 'user 2', 'message': 'user 1, u got no chill Stick to YouTube'}, {'username': 'user 6', 'message': 'user 2, u a TikTok fanboy So cringe'}, {'username': 'user 1', 'message': ""I'd rather watch paint dry than TikTok dances""}, {'username': 'user 7', 'message': 'can we all just agree that deepfakes are the real issue here?'}, {'username': 'user 2', 'message': 'user 7, u right. But TikTok is still fire'}, {'username': 'user 1', 'message': ""I'd rather be a deepfake than a TikTok influencer""}, {'username': 'user 6', 'message': ""user 1, u couldn't even be a good deepfake""}, {'username': 'user 1', 'message': ""at least I don't cringe at myself in the mirror, TikTok boy""}]",flamewar
"[{'username': 'user 1', 'message': 'omg this lag is so bad rn'}, {'username': 'user 2', 'message': ""for real, i can't even move my cursor lol WTFFF""}, {'username': 'user 3', 'message': ""maybe if you guys didn't have such potato computers""}, {'username': 'user 4', 'message': 'lmao @User 1 and @User 2, get some better PCs'}, {'username': 'user 1', 'message': ""shut up @User 3, you're just mad cuz you're trash at this game""}, {'username': 'user 5', 'message': 'anyone have the password for the private server??'}, {'username': 'user 3', 'message': '@User 1 ur full name is Stephen Roley Parker and u work at the local hospital. i know who u are asswhack so be fucking careful'}, {'username': 'user 1', 'message': 'what the fuck @User 3, how do you know that????'}, {'username': 'user 2', 'message': ""yo @User 3, that's not cool man""}, {'username': 'user 4', 'message': ""lmao @User 1, you're so mad rn""}, {'username': 'user 3', 'message': ""maybe you should've thought about that before you talked shit, @User 1""}, {'username': 'user 5', 'message': 'omg this drama is so good'}, {'username': 'user 1', 'message': ""fuck you @User 3, you're dead to me""}]",flamewar
"[{'username': 'user 1', 'message': ""just saw a post about 'intelligence shaming.' wtf is that?""}, {'username': 'user 2', 'message': ""lol it's when u make fun of someone for being dumb u know, like ur whole existence, User 1?""}, {'username': 'user 3', 'message': 'hey guys, anyone know the new server password?'}, {'username': 'user 1', 'message': ""seriously, User 2? u gonna go cry to ur mommy now? 'mommy, User 1 is intelligence shaming me!'""}, {'username': 'user 4', 'message': ""omg that's hilarious""}, {'username': 'user 2', 'message': ""shut up, User 1. ur probably one of those ppl who think they're smart just cuz they read a few books. newsflash: ur not""}, {'username': 'user 3', 'message': ""guys, can we not? I'm just tryna game""}, {'username': 'user 1', 'message': ""oh, I'm sorry, User 2 did I hurt ur little feelings? here, let me dumb it down for u: ur a moron""}, {'username': 'user 2', 'message': 'ur such a loser, User 1 go back to ur sad little life and let the adults talk'}]",flamewar
"[{'username': 'user 1', 'message': 'boomers ruined the economy lol'}, {'username': 'user 2', 'message': 'ok zoomer, go back to tiktok dances'}, {'username': 'user 3', 'message': ""lmao @ user 2, that's a millennial thing""}, {'username': 'user 4', 'message': 'guys, stop fighting, we all suck at managing money'}, {'username': 'user 1', 'message': ""shut up, user 4, you're probably a boomer in disguise""}, {'username': 'user 2', 'message': ""rofl, user 1, you're just mad that you can't afford avocado toast""}, {'username': 'user 3', 'message': ""ikr, user 1, maybe you should've studied stem instead of gender studies""}, {'username': 'user 4', 'message': ""guys, this is getting out of hand, let's all just play a game together""}, {'username': 'user 1', 'message': ""no thanks, user 4, i'd rather not play with a bunch of noobs""}, {'username': 'user 2', 'message': ""lmao, user 1, you're probably the biggest noob here""}, {'username': 'user 3', 'message': 'brb, gonna go grab some snacks'}, {'username': 'user 4', 'message': 'nice, user 3, bring back some for us too'}, {'username': 'user 1', 'message': 'smh, you guys are all so predictable'}]",flamewar
"[{'username': 'user 1', 'message': 'Wow, you guys are terrible at this game.'}, {'username': 'user 2', 'message': ""Shut up, noob. You're not any better.""}, {'username': 'user 3', 'message': 'lol, this game is so rigged'}, {'username': 'user 4', 'message': ""STFU, it's not rigged You just suck""}, {'username': 'user 5', 'message': 'Can we please just focus on the game and stop fighting?'}, {'username': 'user 1', 'message': 'Ignorance is bliss, I guess Maybe you should take your own advice'}, {'username': 'user 2', 'message': ""oh, now you're a philosopher? get back to the game, nerd""}, {'username': 'user 4', 'message': ""this is why we can't have nice things in this game. toxic players ruining it for everyone.""}, {'username': 'user 3', 'message': ""I'm gonna go play something else This is stupid""}]",flamewar
"[{'username': 'user 1', 'message': ""I can't believe you just did that! That's totally against the rules!""}, {'username': 'user 2', 'message': ""Yeah, what's your problem? You're ruining the game for everyone!""}, {'username': 'user 1', 'message': ""Seriously, you need to stop I'm going to report you if you don't""}, {'username': 'user 2', 'message': ""You're such a noob. Go back to playing kiddie games.""}, {'username': 'user 1', 'message': ""don't be a jerk. we were all newbies once. just follow the rules and we can all have fun.""}, {'username': 'user 2', 'message': ""I'll follow the rules when you pry them from my cold, dead hands! You're just mad because I'm better than you.""}, {'username': 'user 3', 'message': ""Hey, can you guys please stop arguing? I'm trying to play the game""}, {'username': 'MiscUserName12882', 'message': 'take your mouse and shove it right up your ass'}]",flamewar
"[{'username': 'user 1', 'message': ""Wow, you're all a bunch of morons.""}, {'username': 'user 2', 'message': 'Who you calling a moron, idiot?'}, {'username': 'user 3', 'message': ""CAN'T BELIEVE I'M STUCK IN THIS CHAT WITH YOU BRAINLESS FOOLS.""}, {'username': 'user 4', 'message': ""Says the guy who can't even spell 'brainless' right""}, {'username': 'user 5', 'message': 'This is why I hate public chats, nothing but dumbasses'}, {'username': 'user 6', 'message': ""You're just mad cause you've got the smallest brain in here, pea-brain.""}]",flamewar
"[{'username': 'user 1', 'message': ""This guy is f**king cheating, I'm sure of it!""}, {'username': 'user 2', 'message': ""Shut the hell up, noob! You're just mad you're losing""}, {'username': 'user 3', 'message': 'LMAO, USER 1 IS CRYING ABOUT CHEATS AGAIN ud83eudd26u200du2642ufe0f'}, {'username': 'user 1', 'message': ""Fuck you, User 2! I'm not a noob, and I know what I'm fucking talking about!""}, {'username': 'user 4', 'message': ""Wtf is wrong with you guys? Can't you just play the game?""}, {'username': 'user 2', 'message': 'user 1 is just a salty b**ch, ignoring him ud83eudd37u200du2642ufe0f'}, {'username': 'user 1', 'message': ""I'll f**king report you, cheater! And you, User 3, can go f**k yourself too!""}, {'username': 'user 3', 'message': 'aww, did i hurt your feelings, snowflake? ud83eudd7a'}, {'username': 'user 4', 'message': 'OMG this is so toxic ud83eudd2e'}, {'username': 'user 2', 'message': 'Ez clap on these noobs, gg wp ud83dude24'}]",flamewar
"[{'username': 'user 1', 'message': 'culture wars r so stupid, ppl need to chill'}, {'username': 'user 2', 'message': ""lol @ User 1, u wouldn't say that if u were the one being oppressed""}, {'username': 'user 3', 'message': 'yeah, user 1 is just privileged af'}, {'username': 'user 4', 'message': 'tbh, both sides of the culture wars r pretty toxic'}, {'username': 'user 5', 'message': ""@ user 4, ur just tryna be neutral and it's annoying""}, {'username': 'user 6', 'message': 'can we talk about something else? this is getting out of hand'}, {'username': 'user 1', 'message': ""@ USER 2, I'M NOT PRIVILEGED, U JUST ASSUME THAT BC I DON'T AGREE WITH U""}, {'username': 'user 2', 'message': ""@ User 1, ur literally the definition of privilege, u can't even see it""}, {'username': 'user 3', 'message': '@ user 1, just stfu and listen to marginalized voices for once'}, {'username': 'user 1', 'message': '@ User 3, stfu? u r the one who needs to shut up, u r so annoying and fake woke'}, {'username': 'user 3', 'message': '@ User 1, fake woke? ur just mad bc I called u out on ur bs'}, {'username': 'user 4', 'message': ""@ User 5, I'm not tryna be neutral, I just think both sides r bad""}]",flamewar
"[{'username': 'user 1', 'message': ""why do you keep running into the enemy? you're ruining the game for everyone!""}, {'username': 'user 2', 'message': ""I'm doing my best, okay? You don't have to be so mean!""}, {'username': 'user 1', 'message': ""Doing your best? You're just a noob, go back to playing single player!""}, {'username': 'user 2', 'message': ""I'm not a noob, I've been playing for months! You're just a jerk!""}, {'username': 'user 1', 'message': ""Jerk? Ha! You wouldn't know a good player if you saw one. You're just dragging us down!""}, {'username': 'user 2', 'message': ""I'm not dragging anyone down! You're the one who can't even aim straight!""}, {'username': 'user 1', 'message': ""Oh, I can aim straight, trust me I'm just not wasting my bullets on a loser like you!""}, {'username': 'user 2', 'message': ""Loser? You're the one who's been dying every five minutes!""}, {'username': 'user 1', 'message': 'yes, we know what an idiot can do, we are reading your comment.'}]",flamewar
"[{'username': 'user 1', 'message': 'ugh, newb alert someone afk or what?'}, {'username': 'user 2', 'message': ""naw, it's just some gamer girl think she's streaming or something""}, {'username': 'user 3', 'message': ""GROSS, WHY THEY EVEN LET GIRLS PLAY THIS GAME? THEY'RE ALWAYS SO BAD""}, {'username': 'user 1', 'message': ""hey, don't be so harsh she's just learning""}, {'username': 'user 3', 'message': 'lol, noob girls will always suck at gaming they need to stick to sims or something'}, {'username': 'user 2', 'message': ""yeah, and they're always so annoying like, we get it, you're a girl who games don't need to shove it down our throats""}, {'username': 'user 3', 'message': ""fr fr gamer girls need to be punished or something can't even play a game in peace""}]",flamewar
"[{'username': 'user 1', 'message': ""I can't believe you're still denying the facts, dude. You're just ignorant.""}, {'username': 'user 2', 'message': ""OH, SO NOW I'M IGNORANT? YOU'RE JUST REGURGITATING WHAT YOU'VE READ ONLINE.""}, {'username': 'user 3', 'message': 'lol this again'}, {'username': 'user 1', 'message': ""At least I'm not claiming to be an expert on something I know nothing about.""}, {'username': 'user 2', 'message': ""I never claimed to be an expert, moron. You're just twisting my words.""}, {'username': 'user 1', 'message': ""Is that your way of telling us you don't have a science degree?""}]",flamewar
"[{'username': 'user 1', 'message': 'Hey, who just took my loot?'}, {'username': 'user 2', 'message': ""Not me, bro I'm busy building my base""}, {'username': 'user 3', 'message': ""Lmao, maybe it was the noob Nad? He's always messing up""}, {'username': 'user 4', 'message': ""hey, don't talk smack about nad he's doing his best""}, {'username': 'user 5', 'message': ""His best? More like his worst. He's a total idiot.""}, {'username': 'user 6', 'message': 'Chill, guys. This is just a game. No need to get all salty.'}, {'username': 'user 7', 'message': 'Hey Nad, your village called - they want their idiot back'}, {'username': 'Moderator', 'message': ""Alright, that's enough This kind of harassment is not tolerated in our community Let's keep things civil, please""}]",flamewar
"[{'username': 'user 1', 'message': ""Why do you keep running into the enemy? You're ruining the game for everyone!""}, {'username': 'user 2', 'message': ""I'm doing my best, okay? You don't have to be so mean!""}, {'username': 'user 1', 'message': ""DOING YOUR BEST? YOU'RE JUST A NOOB, GO BACK TO PLAYING SINGLE PLAYER!""}, {'username': 'user 2', 'message': ""I'm not a noob, I've been playing for months! You're just a jerk!""}, {'username': 'user 1', 'message': ""Jerk? Ha! You wouldn't know a good player if you saw one. You're just dragging us down!""}, {'username': 'user 2', 'message': ""i'm not dragging anyone down! you're the one who can't even aim straight!""}, {'username': 'user 1', 'message': ""Oh, I can aim straight, trust me I'm just not wasting my bullets on a loser like you!""}, {'username': 'user 2', 'message': ""Loser? You're the one who's been dying every five minutes!""}, {'username': 'user 1', 'message': 'Yes, we know what an idiot can do, we are reading your comment.'}]",flamewar
