messages,label
"[{'username': 'User3', 'message': 'User1, u always late to the party, we discussed this yesterday smh'}, {'username': 'User4', 'message': 'lmao User3, chillax, not everyone has time to binge-watch'}, {'username': 'User5', 'message': 'jokes on u guys, i knew the twist, i just wanted to see ur reactions rofl'}, {'username': 'User6', 'message': 'can someone pls explain the ending? im so lost'}, {'username': 'User7', 'message': 'lol noob, u gotta rewatch the whole series to get it'}, {'username': 'User8', 'message': 'guys, guess what? i just found out that the main actor is dating the villain irl, mind-blown'}, {'username': 'User9', 'message': 'User8, u rly need to get off the internet and touch some grass'}, {'username': 'User10', 'message': 'imho, the show is overrated af, but the memes are top-tier'}]",healthy
"[{'username': 'User3', 'message': ""User2, chill, it's just a trailer lol""}, {'username': 'User4', 'message': ""omg, I can't wait for it! *screams internally*""}, {'username': 'User5', 'message': ""User4, you're so extra lol. btw, anyone know the release date?""}, {'username': 'User6', 'message': ""nah, they're probably gonna troll us with a 'soon' like always""}, {'username': 'User1', 'message': ""lmao, true. hey, who's up for a quick game while we wait?""}]",healthy
"[{'username': 'User3', 'message': ""lol, u act like it's a year, chill""}, {'username': 'User4', 'message': ""yeah, but it's our fave show, cut him some slack""}, {'username': 'User5', 'message': ""ikr, can't believe they killed off that character, so brutal""}, {'username': 'User6', 'message': 'uhh, spoiler alert much? smh'}]",healthy
"[{'username': 'User3', 'message': ""lol @User2, Magneto's way more complex""}, {'username': 'User4', 'message': 'password for the room?'}, {'username': 'User5', 'message': 'ignore @User4, troll'}, {'username': 'User6', 'message': ""naw, Loki's the sh*t. all that norse mythology""}, {'username': 'User7', 'message': 'u guys rly think villains r cool? wtf'}, {'username': 'User8', 'message': ""@User7 chill, it's just a convo""}, {'username': 'User9', 'message': ""@User3 thor's hammer ain't gonna work on joker's crazy a*s""}, {'username': 'User10', 'message': 'anyone got a link to the new trailer?'}, {'username': 'User11', 'message': 'lmao @User10, u live under a rock?'}, {'username': 'User12', 'message': ""i'm with @User2, joker's the GOAT""}]",healthy
"[{'username': 'User3', 'message': ""lol, u guys rly thought they'd die? they'll prob come back""}, {'username': 'User4', 'message': 'omg, stop with the fan theories, u nerd! jk, love u tho'}, {'username': 'User5', 'message': 'brb, gotta go pee. ttyl, fam! <3'}, {'username': 'User6', 'message': ""lmao, tmi, User5! but we'll miss u, bb!""}]",healthy
"[{'username': 'User3', 'message': ""lol, u guys rly thought they'd stay alive? it's a [insert popular tv show]""}, {'username': 'User4', 'message': 'omg, stop with the spoilers, dude! jfc'}, {'username': 'User5', 'message': ""nah, man, he's just messing with u. chill axe""}]",healthy
"[{'username': 'User 3', 'message': ""Lol, User 2, always so dramatic. It wasn't that bad.""}, {'username': 'User 4', 'message': ""omg who's the new character? they're so cool""}, {'username': 'User 1', 'message': ""@User 4, right? I thought they were gonna be lame, but they're pretty awesome.""}, {'username': 'User 2', 'message': ""@User 1, you're just mad that your fave character didn't get enough screen time. Don't @ me.""}, {'username': 'User 5', 'message': ""Can someone pls explain what happened in the last scene? I'm so lost.""}, {'username': 'User 3', 'message': ""@User 5, it's basically just a big fight scene. Don't worry about it too much, it's mostly just for the action.""}]",healthy
"[{'username': 'User 8', 'message': ""lmao, you're still using 'lit', grandpa?""}, {'username': 'User 9', 'message': ""shut up, man. at least i'm not a basic bitch like you""}, {'username': 'User 10', 'message': ""yo, chill. we're all friends here""}, {'username': 'User 6', 'message': 'anyway, back to the episode. that fight scene was sick'}, {'username': 'User 7', 'message': ""ikr? but i'm still not over *that* death. ugh, my feels""}, {'username': 'User 8', 'message': ""lol, you're such a softie, @User 7""}, {'username': 'User 9', 'message': 'omg, i just got a new fandom theory. brace yourselves!'}, {'username': 'User 10', 'message': 'password for the discord server, anyone?'}, {'username': 'User 8', 'message': 'lol, still trying to get in, @User 10?'}]",healthy
"[{'username': 'User 13', 'message': 'lmao @User 2, u just mad cuz ur fave died'}, {'username': 'User 14', 'message': ""unpopular opinion: the show's been going downhill since s3""}, {'username': 'User 15', 'message': ""can someone pls explain the ending to me? i'm lost af""}, {'username': 'User 16', 'message': 'this chat is more entertaining than the actual show tbh'}]",healthy
"[{'username': 'User 3', 'message': ""Ha! @User 2, you're a real comedian. Keep it up, you'll be famous.""}, {'username': 'User 4', 'message': 'Lmao, @User 3, more like infamous. Better watch out for the cancel culture.'}, {'username': 'User 5', 'message': ""Ugh, can we please focus? Misogyny is a real issue and it's not a joke.""}]",healthy
"[{'username': 'User 3', 'message': ""Dude, it's not 'woke', it's basic human decency.""}, {'username': 'User 4', 'message': 'lol, triggered much?'}, {'username': 'User 5', 'message': 'Ignorance is bliss, I guess.'}, {'username': 'User 6', 'message': ""Can't believe some people still don't get it in 2022.""}, {'username': 'User 7', 'message': 'brb, gotta grab some popcorn for this debate'}, {'username': 'User 8', 'message': ""It's not a debate, it's common sense.""}, {'username': 'User 9', 'message': ""Anyway, who's up for a round of Among Us?""}]",healthy
"[{'username': 'User 3', 'message': 'devs need to fix this asap'}, {'username': 'User 4', 'message': 'lol, good luck with that'}, {'username': 'User 5', 'message': ""they're probably too busy playing their own game""}, {'username': 'User 6', 'message': ""for real, it's like they don't even care""}, {'username': 'User 1', 'message': ""omg, yes! it's so annoying""}, {'username': 'User 2', 'message': ""same here, can't even get past the loading screen""}]",healthy
"[{'username': 'User 3', 'message': 'omg, this again? 🙄'}, {'username': 'User 4', 'message': ""ngl, i'd rock that outfit any day 😏""}, {'username': 'User 5', 'message': 'can we pls change the topic? 😒'}, {'username': 'User 6', 'message': 'yo, User 2, ur avatar is so last year, bro 😜'}, {'username': 'User 7', 'message': ""lmao, i'd rather have a pixelated avatar than that one 😅""}]",healthy
"[{'username': 'User 8', 'message': ""well, i've seen some pretty weird conspiracy theories out there...""}, {'username': 'User 9', 'message': ""anyway, let's not argue about this. anyone got a good joke to lighten the mood?""}]",healthy
"[{'username': 'User 3', 'message': 'guys, chill'}, {'username': 'User 4', 'message': 'User 2, u rly need 2 take a joke'}, {'username': 'User 5', 'message': 'lmao'}, {'username': 'User 6', 'message': ""User 1, c'mon, give us sumthin' good""}, {'username': 'User 7', 'message': 'ikr'}, {'username': 'User 8', 'message': 'nubs'}, {'username': 'User 9', 'message': 'bruh'}]",healthy
"[{'username': 'User 3', 'message': ""User 2, you're just straight-up wrong. Stick to your margherita.""}, {'username': 'User 4', 'message': 'lol pineapple haters'}, {'username': 'User 5', 'message': ""Ain't no one got time for that, User 5. We're in a pizza war here.""}, {'username': 'User 6', 'message': ""BBQ chicken with pineapple is where it's at, fight me.""}, {'username': 'User 7', 'message': ""Ugh, I'm out. You people are savages. Pizza is sacred.""}, {'username': 'User 8', 'message': 'rofl copium'}]",healthy
"[{'username': 'User 3', 'message': ""Nah, it's just a corporate scam""}, {'username': 'User 4', 'message': 'Chill out, it can be fun if u want it to be'}, {'username': 'User 1', 'message': 'Yeah, fun for u and ur gf'}, {'username': 'User 5', 'message': ""rofl, don't be so salty""}, {'username': 'User 6', 'message': ""Can't we all just agree to ignore it?""}, {'username': 'User 2', 'message': ""No way, I'm getting those chocolates on sale the day after""}, {'username': 'User 3', 'message': '*facepalm*, u r part of the problem'}, {'username': 'User 4', 'message': ""lmao, can't we all just get along?""}]",healthy
"[{'username': 'User 3', 'message': ""lol, sure, 'skills'""}, {'username': 'User 4', 'message': ""Hey, cut the crap. Let's play fair.""}, {'username': 'User 5', 'message': ""Yeah, this ain't fun anymore""}, {'username': 'User 6', 'message': ""omg, can't we just chill and play?!""}, {'username': 'User 7', 'message': ""Not if it's rigged, it's not""}, {'username': 'User 8', 'message': 'BRB, gotta feed my cat'}, {'username': 'User 9', 'message': 'User 2, stop messing around. We wanna play a legit game.'}]",healthy
"[{'username': 'User 3', 'message': 'smh, some ppl just love to stir the pot'}, {'username': 'User 4', 'message': ""lmao, chill guys, it's just a game""}, {'username': 'User 1', 'message': ""wasn't just a game, u know what u did""}, {'username': 'User 5', 'message': 'hey, can someone help me with this level?'}, {'username': 'User 6', 'message': 'brb, got a call'}, {'username': 'User 2', 'message': ""i'll never forget or forgive, bro. u feel me?""}]",healthy
"[{'username': 'User 3', 'message': ""hey, keep it civil guys. we're all friends here""}, {'username': 'User 4', 'message': ""nah, let 'em go at it. this is more entertaining than the last meme dump""}, {'username': 'User 5', 'message': ""for real, I've seen more peaceful debates in a Call of Duty lobby""}, {'username': 'User 1', 'message': ""screw you guys, I'm going to find a chat where people actually appreciate my insights""}, {'username': 'User 6', 'message': 'omg, someone just spilled coffee on the server. brb, gotta go clean up the mess'}]",healthy
"[{'username': 'User 3', 'message': ""chill bro, it's just a game. no need to get all salty""}, {'username': 'User 4', 'message': ""yeah, but it's like playing in slow-mo. ffs, fix the servers""}, {'username': 'User 5', 'message': ""rofl, you're worse than the lag, dude. stick to tic-tac-toe""}, {'username': 'User 6', 'message': 'omg, this game is so trash. time to uninstall. ciao, losers'}]",healthy
"[{'username': 'User 3', 'message': 'u mad bro?'}, {'username': 'User 4', 'message': ""nah, just stating facts. y'all can't handle the truth""}, {'username': 'User 5', 'message': ""truth is, you're a salty a**hole""}, {'username': 'User 6', 'message': ""ROFL, this dude's still on about online culture""}, {'username': 'User 7', 'message': ""ignore him, he's just trolling for attention""}, {'username': 'User 8', 'message': ""tbh, online culture has its moments. it's not all bad""}]",healthy
"[{'username': 'User 3', 'message': ""omg same, i'm still on my diet""}, {'username': 'User 4', 'message': ""chill, dude. maybe it's just hidden""}, {'username': 'User 1234', 'message': 'hey, can someone help me with this?'}, {'username': 'User 33', 'message': 'anyone know the wifi password?'}, {'username': 'User 9', 'message': 'hahaha, good one'}, {'username': 'User 1', 'message': ""nah, it's gone. someone's gonna pay""}, {'username': 'User 2', 'message': 'woah, no need for violence, man'}, {'username': 'User 3', 'message': ""yeah, let's keep it civil""}, {'username': 'User 4', 'message': ""i'll chip in for a new one, no biggie""}]",healthy
"[{'username': 'User 3', 'message': 'millennials r just as bad tho'}, {'username': 'User 4', 'message': 'nah, we invented memes'}, {'username': 'User 5', 'message': 'memes r cringe now tbh'}, {'username': 'User 6', 'message': ""can't we all just get along?""}, {'username': 'User 7', 'message': 'never, the generational war rages on'}]",healthy
"[{'username': 'User 3', 'message': ""lol, you're such a drama queen""}, {'username': 'User 4', 'message': ""nah, they've got a point. it's pretty wild""}, {'username': 'User 5', 'message': ""can't we all just get along? *sigh*""}, {'username': 'User 6', 'message': ""ain't gonna happen, pal. not with all these keyboard warriors""}]",healthy
"[{'username': 'User 3', 'message': 'dont u have a life @User 2? u spend all day on here'}, {'username': 'User 4', 'message': ""lmao @User 3, we're all here for a reason, ain't we?""}, {'username': 'User 5', 'message': ""srsly tho, i'd pay to see a real-life squirrel water skiing contest""}, {'username': 'User 6', 'message': ""i'd rather watch u try to ski, @User 5. u'd probably end up in the water""}, {'username': 'User 7', 'message': ""u guys are so extra, i'm just here for the memes""}, {'username': 'User 8', 'message': 'well, @User 7, u came to the right place. memes r us'}, {'username': 'User 9', 'message': 'hey, anyone got a good recipe for squirrel stew? jk, pls dont ban me'}]",healthy
"[{'username': 'User 3', 'message': 'lmao, drama alert!'}, {'username': 'User 4', 'message': 'u guys rly need to grow up'}, {'username': 'User 5', 'message': ""stfu, u ain't perfect either""}, {'username': 'User 6', 'message': ""chill, it's just some friendly banter""}, {'username': 'User 7', 'message': ""y'all wanna fight irl or sum?""}, {'username': 'User 1', 'message': ""bruh, no one's tryna fight, relax""}, {'username': 'User 3', 'message': 'omg, this is like a real-life meme rn'}, {'username': 'User 2', 'message': ""yeah, let's just drop it and game on""}]",healthy
"[{'username': 'User 3', 'message': 'same here, lol. this meme tho 💀'}, {'username': 'User 4', 'message': ""lmao, that's a good one""}, {'username': 'User 5', 'message': ""omg, User 3, you're such a meme lord 😎""}, {'username': 'User 6', 'message': 'for real, they need to crown you already'}, {'username': 'User 7', 'message': ""bruh, y'all actin' like they the king of memes 😜""}, {'username': 'User 1', 'message': ""lol, let's not start a war here""}, {'username': 'User 3', 'message': ""nah, it's all good. ain't no meme king, we all just havin' fun 😄""}, {'username': 'User 8', 'message': 'hey, anyone know the wifi password?'}, {'username': 'User 9', 'message': ""lol, nope. try 'password123' 😜""}, {'username': 'User 10', 'message': 'omg, thanks User 9! it worked! 😆'}]",healthy
"[{'username': 'User 1', 'message': 'Same here. Bored af.'}, {'username': 'User 3', 'message': 'LOL, join the club.'}, {'username': 'User 2', 'message': ""We should start a 'Bored Anonymous' group.""}, {'username': 'User 1', 'message': ""I'd be the president, hands down.""}, {'username': 'User 4', 'message': ""Hey, noob, we've got a newbie here!""}, {'username': 'User 3', 'message': ""Don't be a jerk, User 4. We were all new once.""}, {'username': 'User 4', 'message': 'Just kidding, bro. Welcome to the chaos.'}, {'username': 'User 5', 'message': ""Anyone up for a game of 'Truth or Dare'?""}, {'username': 'User 1', 'message': 'Sure, as long as the dares are pg-13.'}, {'username': 'User 5', 'message': ""No promises, but I'll try to keep it clean.""}, {'username': 'User 2', 'message': ""Cool, let's get this party started.""}, {'username': 'User 6', 'message': 'password for wifi?'}, {'username': 'User 3', 'message': 'LOL, good luck with that one, User 6.'}]",healthy
"[{'username': 'User 3', 'message': 'Ooooh, burn! Shots fired!'}, {'username': 'User 4', 'message': 'Ugh, can we just stop with the insults and talk about something fun, like blowing shit up?'}]",healthy
"[{'username': 'User 3', 'message': 'lol, total noob move'}, {'username': 'User 4', 'message': 'ffs, can we get a redo?'}, {'username': 'User 5', 'message': 'bruh, u got owned'}, {'username': 'User 6', 'message': 'ROFL, that was epic'}, {'username': 'User 7', 'message': 'brb, gotta hit the loo'}, {'username': 'User 8', 'message': 'wtf, did u see that?'}]",healthy
"[{'username': 'User 3', 'message': ""Ha, User 1, you're alright. No hard feelings, bro""}, {'username': 'User 4', 'message': 'Chill, User 3. We all get confused sometimes'}, {'username': 'User 1234', 'message': 'hi!!!'}, {'username': 'User 33', 'message': 'password for lock??'}, {'username': 'User 9', 'message': 'lmao, this chat is wild'}]",healthy
"[{'username': 'User 3', 'message': ""nah man, just reboot it, that's like the tech equivalent of 'have u tried turning it off n on again?'""}, {'username': 'User 4', 'message': 'for real tho, u should invest in a gaming pc, ur fps is prob in the negatives rn'}, {'username': 'User 5', 'message': 'omg, who invited the tech nerds to the chat?? jk jk, im just here to meme'}, {'username': 'User 6', 'message': ""i feel u bro, my phone's been actin' up too. stupid piece of sh*t""}, {'username': 'User 7', 'message': ""lmao, ur phone's prob just tryna ghost u, it's seen ur search history""}, {'username': 'User 8', 'message': ""y'all r so funny, i forgot to laugh today. thanks for the chuckles, u goofs""}, {'username': 'User 9', 'message': 'wassup guys, anyone know the wifi password? im tryna netflix n chill'}, {'username': 'User 10', 'message': ""lol, the password is 'ilovejustinbieber', don't judge me, my sis set it up""}]",healthy
"[{'username': 'User 3', 'message': ""lmao @ user 2, u ain't got a life either""}, {'username': 'User 1', 'message': ""y'all makin me regret joinin this chat, ffs""}, {'username': 'User 4', 'message': 'wtf, password for the game??'}, {'username': 'User 5', 'message': ""lol, noob, it's 'dankmemes'""}, {'username': 'User 2', 'message': 'u wanna fight, user 3? better bring a sword'}, {'username': 'User 3', 'message': ""nah, user 2, i'll just use my brains, u wouldn't stand a chance""}, {'username': 'User 1', 'message': ""y'all rly gonna wake me up with this shit? better be worth it""}]",healthy
"[{'username': 'User 3', 'message': ""lol, no way, User 4. This is the best entertainment we've had all week! 😂""}, {'username': 'User 4', 'message': 'yo, can someone please mute these guys? 😂'}]",healthy
"[{'username': 'User 3', 'message': ""lol, chill guys, it's just a game""}, {'username': 'User 4', 'message': ""nah, man, it's more than that... it's about the glory and the bragging rights""}, {'username': 'User 5', 'message': ""y'all are so extra, it's hilarious... keep it up, I need a good laugh""}, {'username': 'User 6', 'message': ""i can't with you guys, smh... btw, anyone got a link to that funny cat vid?""}, {'username': 'User 7', 'message': ""yeah, here's the link, enjoy... and btw, I'm team User 2 on this one... his idea was pretty dope""}, {'username': 'User 8', 'message': 'ikr, User 2 is the real MVP... User 1, you just got owned, son'}, {'username': 'User 9', 'message': 'lol, this is better than TV'}]",healthy
"[{'username': 'User 3', 'message': ""apex, no cap. fortnite's for noobs""}, {'username': 'User 4', 'message': 'yo, anyone got a spare skin?'}, {'username': 'User 5', 'message': 'nah, man, get your own'}, {'username': 'User 6', 'message': ""fortnite's not bad, just different. don't @ me""}, {'username': 'User 7', 'message': 'anyone know the wifi password?'}, {'username': 'User 8', 'message': ""lol, noob, it's on the router""}, {'username': 'User 9', 'message': ""y'all ever just wanna yeet someone off the map in apex? just me?""}, {'username': 'User 10', 'message': ""nah, man, i'm all about that peace and love...until i get a gun""}]",healthy
"[{'username': 'User 3', 'message': 'Hey, User 87: stop spamming!'}, {'username': 'User 1', 'message': ""Haha, you're about as sharp as a marble, aren't you?""}, {'username': 'User 2', 'message': 'Well, this has been fun, but I gotta bounce. Catch you on the flip side, bros!'}, {'username': 'User 3', 'message': ""Later, dude! Don't forget to feed your pet rock""}, {'username': 'User 3', 'message': 'Lol, you guys and your banter, never gets old'}]",healthy
"[{'username': 'User 3', 'message': ""Yeah, but they're bringing back Loki so that's a plus""}, {'username': 'User 1', 'message': ""True, true. I'm just worried they're gonna overdo it with the CGI""}, {'username': 'User 4', 'message': ""User 1, you're just a hater. Lol""}, {'username': 'User 2', 'message': ""Nah, he's got a point. The CGI in the last one was a bit much""}, {'username': 'User 5', 'message': 'Can we stop talking about Marvel and start talking about the new God of War game?'}, {'username': 'User 3', 'message': ""User 5, you're such a gaming nerd. Lol. But yeah, the new God of War looks sick""}, {'username': 'User 1', 'message': ""I'm not much of a gamer, but even I have to admit the new God of War looks pretty cool""}]",healthy
"[{'username': 'User 3', 'message': ""User 1, you're better off hodling some solid coins like BTC or ETH. Shiba Inu is just a meme coin.""}, {'username': 'User 4', 'message': ""User 3, you're such a no-coiner. Shiba Inu is the future, fam!""}, {'username': 'User 5', 'message': ""Can y'all stop with the crypto talk? I'm here to discuss the latest episode of Squid Game. That shït was wild!""}, {'username': 'User 6', 'message': ""User 5, you're the only one here who's not a degenerate crypto gambler. Respect, fam.""}, {'username': 'User 7', 'message': ""lmao, User 6, you're just salty you missed out on the last bull run.""}, {'username': 'User 8', 'message': ""User 7, you're just a typical crypto bro. Not everyone here is obsessed with getting rich quick.""}, {'username': 'User 9', 'message': ""Can y'all stop arguing and just enjoy the memes? Here's a good one: 'Why did the scarecrow win an award? Because he was outstanding in his field.'""}, {'username': 'User 10', 'message': ""lol, User 9, that's a classic dad joke. Respect, fam.""}, {'username': 'User 11', 'message': 'Anyone here have the link to that funny cat video? I need a good laugh.'}, {'username': 'User 12', 'message': ""User 11, you're in luck. Here it is: https://www.youtube.com/watch?v=dMH0bHeiRNg""}]",healthy
"[{'username': 'User 3', 'message': ""User 1, it's called 'no-poo' and it's not as gross as it sounds""}, {'username': 'User 4', 'message': 'omg, User 2, u rly need to chillax'}, {'username': 'User 5', 'message': 'User 3, how does it even work?'}, {'username': 'User 6', 'message': 'brb, gotta go feed my doge'}, {'username': 'User 3', 'message': ""User 5, it's about using natural ingredients instead of harsh chemicals""}, {'username': 'User 7', 'message': 'lmao, User 1, u gonna be the next hipster trendsetter or what?'}, {'username': 'User 1', 'message': ""User 7, maybe, who knows? I'm just curious, no need for the sass""}]",healthy
"[{'username': 'User 3', 'message': 'User 1, u rly need to get a life, man'}, {'username': 'User 4', 'message': ""Hey, no need for that. It's a legit hobby.""}, {'username': 'User 5', 'message': ""I'm w/ User 4. It's chill. My uncle does it""}, {'username': 'User 1', 'message': ""Thanks, User 4 & User 5. I'm just curious 'cause I heard it's a pain""}, {'username': 'User 6', 'message': ""User 2, u got a prob w/ ppl havin' hobbies? lol""}, {'username': 'User 7', 'message': 'omg, this convo is so random. I love it. Peace out, gotta go'}]",healthy
"[{'user': 'User 1', 'message': 'u r a fkn idiot, cant u see the obvious?'}, {'user': 'User 2', 'message': 'lol, noob alert, get a brain'}, {'user': 'User 3', 'message': 'wtf is wrong with u guys, chill'}, {'user': 'User 1', 'message': 'stfu user 3, u r just as dumb'}, {'user': 'User 4', 'message': 'rofl, this is like a battle of the brainless'}, {'user': 'User 2', 'message': 'yeah, i got more brains in my pinky than u guys combined'}, {'user': 'User 5', 'message': 'fk this, u guys r just a bunch of trolls, peace out'}]",flamewar
"[{'username': 'User 1', 'message': 'omg this lag is so bad rn'}, {'username': 'User 2', 'message': ""for real, i can't even move my cursor lol WTFFF""}, {'username': 'User 3', 'message': ""maybe if you guys didn't have such potato computers""}, {'username': 'User 4', 'message': 'lmao @User 1 and @User 2, get some better PCs'}, {'username': 'User 1', 'message': ""shut up @User 3, you're just mad cuz you're trash at this game""}, {'username': 'User 5', 'message': 'anyone have the password for the private server??'}, {'username': 'User 3', 'message': '@User 1 ur full name is Stephen Roley Parker and u work at the local hospital. i know who u are asswhack so be fucking careful'}, {'username': 'User 1', 'message': 'what the fuck @User 3, how do you know that????'}, {'username': 'User 2', 'message': ""yo @User 3, that's not cool man""}, {'username': 'User 4', 'message': ""lmao @User 1, you're so mad rn""}, {'username': 'User 3', 'message': ""maybe you should've thought about that before you talked shit, @User 1""}, {'username': 'User 5', 'message': 'omg this drama is so good'}, {'username': 'User 1', 'message': ""fuck you @User 3, you're dead to me""}]",flamewar
"[{'user': 'User 1', 'message': 'deepfakes r ruining online culture, it’s all fake now smh'}, {'user': 'User 2', 'message': 'lol ur just mad u can’t tell what’s real anymore'}, {'user': 'User 3', 'message': 'anyone got the wifi password?'}, {'user': 'User 1', 'message': 'shut up u idiot, u wouldn’t know real if it hit u in the face'}, {'user': 'User 2', 'message': 'oh, here we go again with ur dumbass opinions. u need to get a life'}, {'user': 'User 1', 'message': 'ur the one who needs a life, u pathetic troll. go back to ur mom’s basement'}, {'user': 'User 2', 'message': 'at least i don’t spend all day crying about deepfakes like u u absolute loser'}, {'user': 'User 1', 'message': 'i’ll fkn end u, u piece of shit say that to my face'}, {'user': 'User 2', 'message': 'lmao ur all talk, u wouldn’t do shit ur just a keyboard warrior'}]",flamewar
"[{'user': 'User1', 'message': 'omg wtf is wrong with u noob'}, {'user': 'User2', 'message': 'lol lololol u suck at this game'}, {'user': 'User3', 'message': 'kys noob, u r garbage'}, {'user': 'User4', 'message': ""u r just jealous cuz i'm better than u""}, {'user': 'User5', 'message': 'stfu u r both trash'}, {'user': 'User6', 'message': 'lmao this game is full of noobs and crybabies'}, {'user': 'User7', 'message': 'u r all pathetic, get a life losers'}, {'user': 'User8', 'message': 'u mad bro? lololololol'}, {'user': 'User9', 'message': 'nobody cares about ur opinion, just stfu and play'}, {'user': 'MiscUserName12882', 'message': 'dude nobody cares literally sign out, go outside, leave the country, fly away, no one will call you, because nobody cares about u'}]",flamewar
"[{'user': 'User 1', 'message': 'ugh, newb alert someone afk or what?'}, {'user': 'User 2', 'message': ""naw, it's just some gamer girl think she's streaming or something""}, {'user': 'User 3', 'message': ""GROSS, WHY THEY EVEN LET GIRLS PLAY THIS GAME? THEY'RE ALWAYS SO BAD""}, {'user': 'User 1', 'message': ""hey, don't be so harsh she's just learning""}, {'user': 'User 3', 'message': 'lol, noob girls will always suck at gaming they need to stick to sims or something'}, {'user': 'User 2', 'message': ""yeah, and they're always so annoying like, we get it, you're a girl who games don't need to shove it down our throats""}, {'user': 'User 3', 'message': ""fr fr gamer girls need to be punished or something can't even play a game in peace""}, {'user': 'User 4', 'message': 'PLACEHOLDER'}]",flamewar
